node_id,lon,lat
545,113.338527,23.152559
546,113.338812,23.152477
547,113.338971,23.152452
548,113.33905,23.152546
549,113.339081,23.152624
550,113.339283,23.153012
551,113.339414,23.153276
552,113.339446,23.153348
553,113.344419,23.153266
554,113.344434,23.153308
555,113.344434,23.153353
556,113.344418,23.153395
557,113.344387,23.15343
558,113.344346,23.153454
559,113.344299,23.153464
560,113.344256,23.153461
561,113.344215,23.153446
562,113.344182,23.153421
563,113.344157,23.153388
564,113.344144,23.15335
565,113.344144,23.15331
566,113.344157,23.15327
567,113.344183,23.153236
568,113.344219,23.153211
569,113.344262,23.153197
570,113.344307,23.153195
571,113.344351,23.153207
572,113.342996,23.152312
573,113.343195,23.152409
574,113.343351,23.152484
575,113.343894,23.152849
576,113.338174,23.161526
577,113.338313,23.161265
578,113.338581,23.161112
579,113.338823,23.16089
580,113.33884,23.160759
581,113.33885,23.160687
582,113.338855,23.160194
583,113.338844,23.160061
584,113.338777,23.159697
585,113.338782,23.159494
586,113.338787,23.159268
587,113.33885,23.159045
588,113.338957,23.158966
589,113.340713,23.159058
590,113.341521,23.15907
591,113.341582,23.158392
592,113.341566,23.158561
593,113.341561,23.158617
594,113.344827,23.15744
595,113.345026,23.157551
596,113.345259,23.157619
597,113.345454,23.157612
598,113.345563,23.157559
599,113.345645,23.157518
600,113.345666,23.157199
601,113.345655,23.156968
602,113.346057,23.156944
603,113.346049,23.156498
604,113.346033,23.155601
605,113.346047,23.155569
606,113.34607,23.155558
607,113.346094,23.155547
608,113.346356,23.155557
609,113.345815,23.15755
610,113.345955,23.157408
611,113.346019,23.15732
612,113.346041,23.157268
613,113.34606,23.157039
614,113.343754,23.155083
615,113.344071,23.155125
616,113.344223,23.15516
617,113.344422,23.155206
618,113.344543,23.155224
619,113.344647,23.15524
620,113.344989,23.155296
621,113.345106,23.155339
622,113.345232,23.155409
623,113.345322,23.155487
624,113.345462,23.155668
625,113.345577,23.155819
626,113.345631,23.15589
627,113.345646,23.155929
628,113.345686,23.156032
629,113.345694,23.156263
630,113.345615,23.156423
631,113.337416,23.156487
632,113.337198,23.156855
633,113.337159,23.156978
634,113.337027,23.15735
635,113.337103,23.157494
636,113.33787,23.156815
637,113.338035,23.156815
638,113.338274,23.156745
639,113.338326,23.156666
640,113.33761,23.156554
641,113.337796,23.156662
642,113.337847,23.156814
643,113.337878,23.156854
644,113.337903,23.156883
645,113.337911,23.156902
646,113.337908,23.156935
647,113.337856,23.15708
648,113.337837,23.157132
649,113.33784,23.157311
650,113.337841,23.157349
651,113.338061,23.157661
652,113.33842,23.157733
653,113.338557,23.157748
654,113.339201,23.157711
655,113.339336,23.157694
656,113.339526,23.15767
657,113.339412,23.1574
658,113.339421,23.157369
659,113.339465,23.157326
660,113.339438,23.157196
661,113.339373,23.157122
662,113.339382,23.156872
663,113.339351,23.15678
664,113.339308,23.15671
665,113.340287,23.156899
666,113.341497,23.155254
667,113.341488,23.155451
668,113.341486,23.155508
669,113.341481,23.155648
670,113.341507,23.155507
671,113.342598,23.153662
672,113.342269,23.15353
673,113.342413,23.153544
674,113.342068,23.151019
675,113.34211,23.151023
676,113.342157,23.151017
677,113.342236,23.151006
678,113.342416,23.150984
679,113.34255,23.15098
680,113.342591,23.150984
